allocation_id,transaction_id,fund_id,fund_name_raw,amount
264336750:1,264336750,fund_003,General Fund,70.0
264336893:1,264336893,fund_003,General Fund,307.37
264336899:1,264336899,fund_003,General Fund,512.08
264336907:1,264336907,fund_003,General Fund,307.37
264336919:1,264336919,fund_003,General Fund,886.69
264336936:1,264336936,fund_003,General Fund,307.37
264336943:1,264336943,fund_003,General Fund,307.37
264336949:1,264336949,fund_003,General Fund,409.72
264336955:1,264336955,fund_003,General Fund,512.08
264336958:1,264336958,fund_003,General Fund,307.37
264336961:1,264336961,fund_003,General Fund,716.79
264336968:1,264336968,fund_003,General Fund,205.02
264336973:1,264336973,fund_003,General Fund,205.02
264336976:1,264336976,fund_003,General Fund,512.08
264336982:1,264336982,fund_003,General Fund,307.37
264336988:1,264336988,fund_003,General Fund,512.08
264336992:1,264336992,fund_003,General Fund,512.08
264336994:1,264336994,fund_003,General Fund,512.08
264336995:1,264336995,fund_003,General Fund,51.48
264336998:1,264336998,fund_003,General Fund,512.08
264337000:1,264337000,fund_003,General Fund,512.08
264337001:1,264337001,fund_003,General Fund,512.08
264337005:1,264337005,fund_003,General Fund,307.37
264337010:1,264337010,fund_003,General Fund,716.79
264337013:1,264337013,fund_003,General Fund,307.37
264337014:1,264337014,fund_003,General Fund,307.37
264337015:1,264337015,fund_003,General Fund,512.08
264337019:1,264337019,fund_003,General Fund,358.55
264337024:1,264337024,fund_003,General Fund,307.37
264337025:1,264337025,fund_003,General Fund,512.08
264337030:1,264337030,fund_003,General Fund,512.08
264337035:1,264337035,fund_003,General Fund,512.08
264337037:1,264337037,fund_003,General Fund,512.08
264337041:1,264337041,fund_003,General Fund,307.37
264337042:1,264337042,fund_003,General Fund,307.37
264337043:1,264337043,fund_003,General Fund,307.37
264337047:1,264337047,fund_003,General Fund,1023.85
264337048:1,264337048,fund_003,General Fund,307.37
264337053:1,264337053,fund_003,General Fund,819.14
264337055:1,264337055,fund_003,General Fund,307.37
264337057:1,264337057,fund_003,General Fund,307.37
264337058:1,264337058,fund_003,General Fund,307.37
264337061:1,264337061,fund_003,General Fund,307.37
264337064:1,264337064,fund_003,General Fund,307.37
264337066:1,264337066,fund_003,General Fund,512.08
264337070:1,264337070,fund_003,General Fund,307.37
264337071:1,264337071,fund_003,General Fund,358.55
264337072:1,264337072,fund_003,General Fund,307.37
264337196:1,264337196,fund_003,General Fund,50.0
264337199:1,264337199,fund_003,General Fund,25.9
264337207:1,264337207,fund_003,General Fund,25.9
264337210:1,264337210,fund_003,General Fund,25.9
264337214:1,264337214,fund_003,General Fund,25.0
264337217:1,264337217,fund_003,General Fund,51.48
264337219:1,264337219,fund_003,General Fund,25.9
264337222:1,264337222,fund_003,General Fund,51.48
264337223:1,264337223,fund_003,General Fund,25.9
264337229:1,264337229,fund_003,General Fund,25.9
264337231:1,264337231,fund_003,General Fund,25.9
264337235:1,264337235,fund_003,General Fund,28.97
264337236:1,264337236,fund_003,General Fund,20.78
264337241:1,264337241,fund_003,General Fund,20.78
264337245:1,264337245,fund_003,General Fund,51.48
264337246:1,264337246,fund_003,General Fund,25.9
264337249:1,264337249,fund_003,General Fund,31.01
264337250:1,264337250,fund_003,General Fund,41.25
264337255:1,264337255,fund_003,General Fund,25.9
264337258:1,264337258,fund_003,General Fund,25.9
264337262:1,264337262,fund_003,General Fund,41.25
264337268:1,264337268,fund_003,General Fund,640.0
264337277:1,264337277,fund_003,General Fund,350.0
264337279:1,264337279,fund_003,General Fund,320.0
264337285:1,264337285,fund_003,General Fund,400.0
264337319:1,264337319,fund_003,General Fund,320.0
264337329:1,264337329,fund_003,General Fund,320.0
264337332:1,264337332,fund_003,General Fund,350.0
264337336:1,264337336,fund_003,General Fund,320.0
264337340:1,264337340,fund_003,General Fund,400.0
264337379:1,264337379,fund_003,General Fund,256.19
264337400:1,264337400,fund_003,General Fund,256.19
264337417:1,264337417,fund_003,General Fund,307.37
264337440:1,264337440,fund_003,General Fund,307.37
264337464:1,264337464,fund_003,General Fund,281.78
264337470:1,264337470,fund_003,General Fund,307.37
264337478:1,264337478,fund_003,General Fund,307.37
264337480:1,264337480,fund_003,General Fund,350.0
264337482:1,264337482,fund_003,General Fund,400.0
264337483:1,264337483,fund_003,General Fund,400.0
264337484:1,264337484,fund_003,General Fund,307.37
264337486:1,264337486,fund_003,General Fund,350.0
264337488:1,264337488,fund_003,General Fund,307.37
264337490:1,264337490,fund_003,General Fund,350.0
264337492:1,264337492,fund_003,General Fund,307.37
264337493:1,264337493,fund_003,General Fund,307.37
264337494:1,264337494,fund_003,General Fund,307.37
264337497:1,264337497,fund_003,General Fund,400.0
264337498:1,264337498,fund_003,General Fund,400.0
264337510:1,264337510,fund_003,General Fund,350.0
264337511:1,264337511,fund_003,General Fund,50.0
264337513:1,264337513,fund_003,General Fund,300.0
264337520:1,264337520,fund_003,General Fund,350.0
264337523:1,264337523,fund_003,General Fund,350.0
264337659:1,264337659,fund_003,General Fund,102.66
264337660:1,264337660,fund_003,General Fund,102.66
264337661:1,264337661,fund_003,General Fund,102.66
264337663:1,264337663,fund_003,General Fund,102.66
264337666:1,264337666,fund_003,General Fund,102.66
264337770:1,264337770,fund_003,General Fund,200.0
264337780:1,264337780,fund_003,General Fund,200.0
264337784:1,264337784,fund_003,General Fund,200.0
264337786:1,264337786,fund_003,General Fund,200.0
264337789:1,264337789,fund_003,General Fund,200.0
264337794:1,264337794,fund_003,General Fund,200.0
264337797:1,264337797,fund_003,General Fund,200.0
264337802:1,264337802,fund_003,General Fund,200.0
264337805:1,264337805,fund_003,General Fund,200.0
264337809:1,264337809,fund_003,General Fund,200.0
264337812:1,264337812,fund_003,General Fund,200.0
264337814:1,264337814,fund_003,General Fund,200.0
264337815:1,264337815,fund_003,General Fund,200.0
264337818:1,264337818,fund_003,General Fund,200.0
264337821:1,264337821,fund_003,General Fund,200.0
264337823:1,264337823,fund_003,General Fund,200.0
264337825:1,264337825,fund_003,General Fund,200.0
264337827:1,264337827,fund_003,General Fund,200.0
264337829:1,264337829,fund_003,General Fund,200.0
264337832:1,264337832,fund_003,General Fund,200.0
264337834:1,264337834,fund_003,General Fund,200.0
264337839:1,264337839,fund_003,General Fund,200.0
264337840:1,264337840,fund_003,General Fund,200.0
264337855:1,264337855,fund_003,General Fund,630.0
264337869:1,264337869,fund_003,General Fund,520.0
264337870:1,264337870,fund_003,General Fund,340.0
264337898:1,264337898,fund_003,General Fund,375.0
264337924:1,264337924,fund_003,General Fund,335.0
264337950:1,264337950,fund_003,General Fund,480.0
264337953:1,264337953,fund_003,General Fund,700.0
264337959:1,264337959,fund_003,General Fund,325.0
264337965:1,264337965,fund_003,General Fund,415.0
264337986:1,264337986,fund_003,General Fund,350.0
264337990:1,264337990,fund_003,General Fund,405.0
264337992:1,264337992,fund_003,General Fund,400.0
264337993:1,264337993,fund_003,General Fund,495.0
264337996:1,264337996,fund_003,General Fund,384.85
264338000:1,264338000,fund_003,General Fund,590.0
264338006:1,264338006,fund_003,General Fund,645.0
264338007:1,264338007,fund_003,General Fund,404.04
264338009:1,264338009,fund_003,General Fund,545.45
264338013:1,264338013,fund_003,General Fund,315.0
264338167:1,264338167,fund_003,General Fund,378.79
264338170:1,264338170,fund_003,General Fund,353.54
264338172:1,264338172,fund_003,General Fund,353.54
264338174:1,264338174,fund_003,General Fund,353.54
264338176:1,264338176,fund_003,General Fund,378.79
264338179:1,264338179,fund_003,General Fund,353.54
264338183:1,264338183,fund_003,General Fund,353.54
264338185:1,264338185,fund_003,General Fund,353.54
264338190:1,264338190,fund_003,General Fund,353.54
264338193:1,264338193,fund_003,General Fund,353.54
264338195:1,264338195,fund_003,General Fund,353.54
264338201:1,264338201,fund_003,General Fund,353.54
264338203:1,264338203,fund_003,General Fund,353.54
264338205:1,264338205,fund_003,General Fund,353.54
264338207:1,264338207,fund_003,General Fund,353.54
264338208:1,264338208,fund_003,General Fund,353.54
264338215:1,264338215,fund_003,General Fund,378.79
264338218:1,264338218,fund_003,General Fund,378.79
264338220:1,264338220,fund_003,General Fund,353.54
264338223:1,264338223,fund_003,General Fund,353.54
264338228:1,264338228,fund_003,General Fund,378.79
264338234:1,264338234,fund_003,General Fund,353.54
264338636:1,264338636,fund_003,General Fund,50.0
264338637:1,264338637,fund_003,General Fund,50.0
264338639:1,264338639,fund_003,General Fund,50.0
264338644:1,264338644,fund_003,General Fund,50.0
264338646:1,264338646,fund_003,General Fund,50.0
264338647:1,264338647,fund_003,General Fund,50.0
264338652:1,264338652,fund_003,General Fund,50.0
264338654:1,264338654,fund_003,General Fund,50.0
264338655:1,264338655,fund_003,General Fund,50.0
264338660:1,264338660,fund_003,General Fund,50.0
264338661:1,264338661,fund_003,General Fund,50.0
264338663:1,264338663,fund_003,General Fund,50.0
264338666:1,264338666,fund_003,General Fund,50.0
264338670:1,264338670,fund_003,General Fund,50.0
264338674:1,264338674,fund_003,General Fund,50.0
264338677:1,264338677,fund_003,General Fund,50.0
264338680:1,264338680,fund_003,General Fund,50.0
264338683:1,264338683,fund_003,General Fund,50.0
264338685:1,264338685,fund_003,General Fund,50.0
264338686:1,264338686,fund_003,General Fund,50.0
264338690:1,264338690,fund_003,General Fund,50.0
264338692:1,264338692,fund_003,General Fund,50.0
264338694:1,264338694,fund_003,General Fund,50.0
264338696:1,264338696,fund_003,General Fund,50.0
264338698:1,264338698,fund_003,General Fund,50.0
264338699:1,264338699,fund_003,General Fund,50.0
264338701:1,264338701,fund_003,General Fund,50.0
264338706:1,264338706,fund_003,General Fund,50.0
264338707:1,264338707,fund_003,General Fund,50.0
264338710:1,264338710,fund_003,General Fund,50.0
264338711:1,264338711,fund_003,General Fund,50.0
264338714:1,264338714,fund_003,General Fund,50.0
264338715:1,264338715,fund_003,General Fund,50.0
264338717:1,264338717,fund_003,General Fund,50.0
264338720:1,264338720,fund_003,General Fund,50.0
264338722:1,264338722,fund_003,General Fund,50.0
264338723:1,264338723,fund_003,General Fund,50.0
264338724:1,264338724,fund_003,General Fund,50.0
264338727:1,264338727,fund_003,General Fund,50.0
264338729:1,264338729,fund_003,General Fund,50.0
264338732:1,264338732,fund_003,General Fund,50.0
264338735:1,264338735,fund_003,General Fund,50.0
264338737:1,264338737,fund_003,General Fund,50.0
264338739:1,264338739,fund_003,General Fund,50.0
264338744:1,264338744,fund_003,General Fund,50.0
264338749:1,264338749,fund_003,General Fund,50.0
264338758:1,264338758,fund_003,General Fund,50.0
264338761:1,264338761,fund_003,General Fund,50.0
264338763:1,264338763,fund_003,General Fund,50.0
264338764:1,264338764,fund_003,General Fund,50.0
264338765:1,264338765,fund_003,General Fund,50.0
264338767:1,264338767,fund_003,General Fund,50.0
264338770:1,264338770,fund_003,General Fund,50.0
264338773:1,264338773,fund_003,General Fund,50.0
264338774:1,264338774,fund_003,General Fund,50.0
264338778:1,264338778,fund_003,General Fund,50.0
264338781:1,264338781,fund_003,General Fund,50.0
264338783:1,264338783,fund_003,General Fund,50.0
264338786:1,264338786,fund_003,General Fund,50.0
264338789:1,264338789,fund_003,General Fund,50.0
264338796:1,264338796,fund_003,General Fund,50.0
264338797:1,264338797,fund_003,General Fund,50.0
264338799:1,264338799,fund_003,General Fund,50.0
264338802:1,264338802,fund_003,General Fund,50.0
264338803:1,264338803,fund_003,General Fund,50.0
264338805:1,264338805,fund_003,General Fund,50.0
264338806:1,264338806,fund_003,General Fund,50.0
264338807:1,264338807,fund_003,General Fund,50.0
264338812:1,264338812,fund_003,General Fund,50.0
264338813:1,264338813,fund_003,General Fund,50.0
264338816:1,264338816,fund_003,General Fund,50.0
264338818:1,264338818,fund_003,General Fund,50.0
264338820:1,264338820,fund_003,General Fund,50.0
264338821:1,264338821,fund_003,General Fund,50.0
264338823:1,264338823,fund_003,General Fund,50.0
264338826:1,264338826,fund_003,General Fund,50.0
264338832:1,264338832,fund_003,General Fund,50.0
264338836:1,264338836,fund_003,General Fund,50.0
264338839:1,264338839,fund_003,General Fund,50.0
264338841:1,264338841,fund_003,General Fund,50.0
264338843:1,264338843,fund_003,General Fund,50.0
264338846:1,264338846,fund_003,General Fund,50.0
264338847:1,264338847,fund_003,General Fund,50.0
264338849:1,264338849,fund_003,General Fund,50.0
264338854:1,264338854,fund_003,General Fund,50.0
264338857:1,264338857,fund_003,General Fund,50.0
264338858:1,264338858,fund_003,General Fund,50.0
264338859:1,264338859,fund_003,General Fund,50.0
264338860:1,264338860,fund_003,General Fund,50.0
264338864:1,264338864,fund_003,General Fund,50.0
264338867:1,264338867,fund_003,General Fund,50.0
264338870:1,264338870,fund_003,General Fund,50.0
264338872:1,264338872,fund_003,General Fund,50.0
264338874:1,264338874,fund_003,General Fund,50.0
264338876:1,264338876,fund_003,General Fund,50.0
264338877:1,264338877,fund_003,General Fund,50.0
264338879:1,264338879,fund_003,General Fund,50.0
264338881:1,264338881,fund_003,General Fund,50.0
264339005:1,264339005,fund_003,General Fund,292.93
264339006:1,264339006,fund_003,General Fund,368.69
264339161:1,264339161,fund_003,General Fund,303.03
264339165:1,264339165,fund_003,General Fund,303.03
264339167:1,264339167,fund_003,General Fund,300.0
264339168:1,264339168,fund_003,General Fund,303.03
264339174:1,264339174,fund_003,General Fund,303.03
264339179:1,264339179,fund_003,General Fund,303.03
264339180:1,264339180,fund_003,General Fund,303.03
264339191:1,264339191,fund_003,General Fund,303.03
264339199:1,264339199,fund_003,General Fund,303.03
264339202:1,264339202,fund_003,General Fund,303.03
264339207:1,264339207,fund_003,General Fund,303.03
264339211:1,264339211,fund_003,General Fund,303.03
264339217:1,264339217,fund_003,General Fund,303.03
264339221:1,264339221,fund_003,General Fund,303.03
264339224:1,264339224,fund_003,General Fund,303.03
264339227:1,264339227,fund_003,General Fund,303.03
264339232:1,264339232,fund_003,General Fund,303.03
264339234:1,264339234,fund_003,General Fund,303.03
264339237:1,264339237,fund_003,General Fund,303.03
264339247:1,264339247,fund_003,General Fund,303.03
264339251:1,264339251,fund_003,General Fund,303.03
264339258:1,264339258,fund_003,General Fund,303.03
264339271:1,264339271,fund_003,General Fund,303.03
264339274:1,264339274,fund_003,General Fund,303.03
264339285:1,264339285,fund_003,General Fund,338.38
264339287:1,264339287,fund_003,General Fund,338.38
264339291:1,264339291,fund_003,General Fund,338.38
264339295:1,264339295,fund_003,General Fund,338.38
264339297:1,264339297,fund_003,General Fund,338.38
264339300:1,264339300,fund_003,General Fund,338.38
264339304:1,264339304,fund_003,General Fund,338.38
264339308:1,264339308,fund_003,General Fund,338.38
264339312:1,264339312,fund_003,General Fund,338.38
264339313:1,264339313,fund_003,General Fund,303.03
264339317:1,264339317,fund_003,General Fund,338.38
264339319:1,264339319,fund_003,General Fund,338.38
264339322:1,264339322,fund_003,General Fund,338.38
264339324:1,264339324,fund_003,General Fund,303.03
264339332:1,264339332,fund_003,General Fund,338.38
264339335:1,264339335,fund_003,General Fund,338.38
264339340:1,264339340,fund_003,General Fund,338.38
264339342:1,264339342,fund_003,General Fund,338.38
264339343:1,264339343,fund_003,General Fund,338.38
264339346:1,264339346,fund_003,General Fund,338.38
264339347:1,264339347,fund_003,General Fund,338.38
264339350:1,264339350,fund_003,General Fund,338.38
264339353:1,264339353,fund_003,General Fund,338.38
264339354:1,264339354,fund_003,General Fund,338.38
264339414:1,264339414,fund_003,General Fund,200.0
264339427:1,264339427,fund_003,General Fund,200.0
264339444:1,264339444,fund_003,General Fund,200.0
264339456:1,264339456,fund_003,General Fund,200.0
264339471:1,264339471,fund_003,General Fund,200.0
264339475:1,264339475,fund_003,General Fund,200.0
264339528:1,264339528,fund_003,General Fund,200.0
264339530:1,264339530,fund_003,General Fund,200.0
264339531:1,264339531,fund_003,General Fund,200.0
264339532:1,264339532,fund_003,General Fund,200.0
264339533:1,264339533,fund_003,General Fund,200.0
264339536:1,264339536,fund_003,General Fund,200.0
264339539:1,264339539,fund_003,General Fund,200.0
264339540:1,264339540,fund_003,General Fund,200.0
264339542:1,264339542,fund_003,General Fund,200.0
264339546:1,264339546,fund_003,General Fund,200.0
264339548:1,264339548,fund_003,General Fund,200.0
264339551:1,264339551,fund_003,General Fund,200.0
264339553:1,264339553,fund_003,General Fund,200.0
264339558:1,264339558,fund_003,General Fund,200.0
264339561:1,264339561,fund_003,General Fund,200.0
264339563:1,264339563,fund_003,General Fund,200.0
264340088:1,264340088,fund_003,General Fund,51.48
264340091:1,264340091,fund_003,General Fund,51.48
264340094:1,264340094,fund_003,General Fund,60.0
264340096:1,264340096,fund_003,General Fund,51.48
264340098:1,264340098,fund_003,General Fund,51.48
264340101:1,264340101,fund_003,General Fund,51.48
264340106:1,264340106,fund_003,General Fund,60.0
264340112:1,264340112,fund_003,General Fund,51.48
264340114:1,264340114,fund_003,General Fund,51.48
264340119:1,264340119,fund_003,General Fund,51.48
264340124:1,264340124,fund_003,General Fund,51.48
264340128:1,264340128,fund_003,General Fund,51.48
264340130:1,264340130,fund_003,General Fund,60.0
264340132:1,264340132,fund_003,General Fund,51.48
264340138:1,264340138,fund_003,General Fund,51.48
264340141:1,264340141,fund_003,General Fund,51.48
264340144:1,264340144,fund_003,General Fund,51.48
264340148:1,264340148,fund_003,General Fund,51.48
264340151:1,264340151,fund_003,General Fund,51.48
264340153:1,264340153,fund_003,General Fund,51.48
264340159:1,264340159,fund_003,General Fund,51.48
264340164:1,264340164,fund_003,General Fund,51.48
264340168:1,264340168,fund_003,General Fund,60.0
264340173:1,264340173,fund_003,General Fund,60.0
264340174:1,264340174,fund_003,General Fund,51.48
264340177:1,264340177,fund_003,General Fund,51.48
264340182:1,264340182,fund_003,General Fund,51.48
264340183:1,264340183,fund_003,General Fund,51.48
264340184:1,264340184,fund_003,General Fund,51.48
264340188:1,264340188,fund_003,General Fund,51.48
264340195:1,264340195,fund_003,General Fund,51.48
264340198:1,264340198,fund_003,General Fund,60.0
264340201:1,264340201,fund_003,General Fund,60.0
264340203:1,264340203,fund_003,General Fund,75.0
264340208:1,264340208,fund_003,General Fund,60.0
264340210:1,264340210,fund_003,General Fund,60.0
264340212:1,264340212,fund_003,General Fund,75.0
264340214:1,264340214,fund_003,General Fund,60.0
264340218:1,264340218,fund_003,General Fund,60.0
264340223:1,264340223,fund_003,General Fund,60.0
264340225:1,264340225,fund_003,General Fund,60.0
264340229:1,264340229,fund_003,General Fund,60.0
264340230:1,264340230,fund_003,General Fund,60.0
264340233:1,264340233,fund_003,General Fund,60.0
264340235:1,264340235,fund_003,General Fund,60.0
264340238:1,264340238,fund_003,General Fund,60.0
264340240:1,264340240,fund_003,General Fund,60.0
264340241:1,264340241,fund_003,General Fund,60.0
264340242:1,264340242,fund_003,General Fund,75.0
264340244:1,264340244,fund_003,General Fund,60.0
264340246:1,264340246,fund_003,General Fund,60.0
264340247:1,264340247,fund_003,General Fund,60.0
264340249:1,264340249,fund_003,General Fund,60.0
264340250:1,264340250,fund_003,General Fund,60.0
264340251:1,264340251,fund_003,General Fund,60.0
264340254:1,264340254,fund_003,General Fund,60.0
264340256:1,264340256,fund_003,General Fund,60.0
264340257:1,264340257,fund_003,General Fund,60.0
264340262:1,264340262,fund_003,General Fund,60.0
264340263:1,264340263,fund_003,General Fund,60.0
264340266:1,264340266,fund_003,General Fund,60.0
264340267:1,264340267,fund_003,General Fund,60.0
264340269:1,264340269,fund_003,General Fund,75.0
264340274:1,264340274,fund_003,General Fund,75.0
264340275:1,264340275,fund_003,General Fund,60.0
264340276:1,264340276,fund_003,General Fund,60.0
264340281:1,264340281,fund_003,General Fund,60.0
264340283:1,264340283,fund_003,General Fund,60.0
264340285:1,264340285,fund_003,General Fund,75.0
264340286:1,264340286,fund_003,General Fund,75.0
264340287:1,264340287,fund_003,General Fund,60.0
264340288:1,264340288,fund_003,General Fund,60.0
264340290:1,264340290,fund_003,General Fund,60.0
264340291:1,264340291,fund_003,General Fund,60.0
264340294:1,264340294,fund_003,General Fund,60.0
264340295:1,264340295,fund_003,General Fund,75.0
264340300:1,264340300,fund_003,General Fund,75.0
264340302:1,264340302,fund_003,General Fund,75.0
264340304:1,264340304,fund_003,General Fund,75.0
264340308:1,264340308,fund_003,General Fund,75.0
264340310:1,264340310,fund_003,General Fund,75.0
264340311:1,264340311,fund_003,General Fund,75.0
264340313:1,264340313,fund_003,General Fund,75.0
264340314:1,264340314,fund_003,General Fund,75.0
264340318:1,264340318,fund_003,General Fund,75.0
264340319:1,264340319,fund_003,General Fund,75.0
264340322:1,264340322,fund_003,General Fund,75.0
264340325:1,264340325,fund_003,General Fund,75.0
264340327:1,264340327,fund_003,General Fund,75.0
264340328:1,264340328,fund_003,General Fund,75.0
264340330:1,264340330,fund_003,General Fund,75.0
264340333:1,264340333,fund_003,General Fund,75.0
264340337:1,264340337,fund_003,General Fund,75.0
264340339:1,264340339,fund_003,General Fund,75.0
264340342:1,264340342,fund_003,General Fund,75.0
264340344:1,264340344,fund_003,General Fund,75.0
264340346:1,264340346,fund_003,General Fund,75.0
264340765:1,264340765,fund_003,General Fund,5.0
264340776:1,264340776,fund_003,General Fund,5.0
264340778:1,264340778,fund_003,General Fund,5.0
264340789:1,264340789,fund_003,General Fund,5.0
264340794:1,264340794,fund_003,General Fund,5.0
264340804:1,264340804,fund_003,General Fund,5.0
264340805:1,264340805,fund_003,General Fund,5.0
264340810:1,264340810,fund_003,General Fund,5.0
264340820:1,264340820,fund_003,General Fund,5.0
264340825:1,264340825,fund_003,General Fund,5.0
264340839:1,264340839,fund_003,General Fund,5.0
264340842:1,264340842,fund_003,General Fund,5.0
264340849:1,264340849,fund_003,General Fund,5.0
264340888:1,264340888,fund_003,General Fund,5.0
264340895:1,264340895,fund_003,General Fund,5.0
264340897:1,264340897,fund_003,General Fund,5.0
264340898:1,264340898,fund_003,General Fund,5.0
264340901:1,264340901,fund_003,General Fund,5.0
264340905:1,264340905,fund_003,General Fund,5.0
264340907:1,264340907,fund_003,General Fund,5.0
264340910:1,264340910,fund_003,General Fund,5.0
264340913:1,264340913,fund_003,General Fund,5.0
264340917:1,264340917,fund_003,General Fund,5.0
264340921:1,264340921,fund_003,General Fund,5.0
264340923:1,264340923,fund_003,General Fund,5.0
264340925:1,264340925,fund_003,General Fund,5.0
264340926:1,264340926,fund_003,General Fund,5.0
264340927:1,264340927,fund_003,General Fund,5.0
264340929:1,264340929,fund_003,General Fund,5.0
264340930:1,264340930,fund_003,General Fund,5.0
264340931:1,264340931,fund_003,General Fund,5.0
264340934:1,264340934,fund_003,General Fund,5.0
264340935:1,264340935,fund_003,General Fund,5.0
264340936:1,264340936,fund_003,General Fund,5.0
264340938:1,264340938,fund_003,General Fund,5.0
264340940:1,264340940,fund_003,General Fund,5.0
264340941:1,264340941,fund_003,General Fund,5.0
264340943:1,264340943,fund_003,General Fund,5.0
264340945:1,264340945,fund_003,General Fund,5.0
264340947:1,264340947,fund_003,General Fund,5.0
264340950:1,264340950,fund_003,General Fund,5.0
264340954:1,264340954,fund_003,General Fund,5.0
264340955:1,264340955,fund_003,General Fund,5.0
264340958:1,264340958,fund_003,General Fund,5.0
264340960:1,264340960,fund_003,General Fund,5.0
264340963:1,264340963,fund_003,General Fund,5.0
264340966:1,264340966,fund_003,General Fund,5.0
264340968:1,264340968,fund_003,General Fund,5.0
264340971:1,264340971,fund_003,General Fund,5.0
264340974:1,264340974,fund_003,General Fund,5.0
264340977:1,264340977,fund_003,General Fund,5.0
264340978:1,264340978,fund_003,General Fund,5.0
264340983:1,264340983,fund_003,General Fund,20.78
264340986:1,264340986,fund_003,General Fund,50.0
264340987:1,264340987,fund_003,General Fund,50.0
264340990:1,264340990,fund_003,General Fund,50.0
264340992:1,264340992,fund_003,General Fund,50.0
264340994:1,264340994,fund_003,General Fund,50.0
264340998:1,264340998,fund_003,General Fund,50.0
264340999:1,264340999,fund_003,General Fund,50.0
264341001:1,264341001,fund_003,General Fund,50.0
264341003:1,264341003,fund_003,General Fund,50.0
264341006:1,264341006,fund_003,General Fund,50.0
264341008:1,264341008,fund_003,General Fund,50.0
264341011:1,264341011,fund_003,General Fund,50.0
264341013:1,264341013,fund_003,General Fund,50.0
264341021:1,264341021,fund_003,General Fund,50.0
264341024:1,264341024,fund_003,General Fund,50.0
264341027:1,264341027,fund_003,General Fund,50.0
264341029:1,264341029,fund_003,General Fund,50.0
264341030:1,264341030,fund_003,General Fund,50.0
264341031:1,264341031,fund_003,General Fund,50.0
264341033:1,264341033,fund_003,General Fund,50.0
264341035:1,264341035,fund_003,General Fund,50.0
264341037:1,264341037,fund_003,General Fund,50.0
264341041:1,264341041,fund_003,General Fund,50.0
264341047:1,264341047,fund_003,General Fund,50.0
264341050:1,264341050,fund_003,General Fund,50.0
264341053:1,264341053,fund_003,General Fund,50.0
264341056:1,264341056,fund_003,General Fund,50.0
264341060:1,264341060,fund_003,General Fund,50.0
264341063:1,264341063,fund_003,General Fund,50.0
264341066:1,264341066,fund_003,General Fund,50.0
264341067:1,264341067,fund_003,General Fund,50.0
264341068:1,264341068,fund_003,General Fund,50.0
264341069:1,264341069,fund_003,General Fund,50.0
264341073:1,264341073,fund_003,General Fund,50.0
264341074:1,264341074,fund_003,General Fund,50.0
264341076:1,264341076,fund_003,General Fund,50.0
264341079:1,264341079,fund_003,General Fund,31.01
264341081:1,264341081,fund_003,General Fund,51.48
264341083:1,264341083,fund_003,General Fund,25.9
264341085:1,264341085,fund_003,General Fund,82.19
264341089:1,264341089,fund_003,General Fund,82.19
264341091:1,264341091,fund_003,General Fund,500.0
264341095:1,264341095,fund_003,General Fund,50.0
264341097:1,264341097,fund_003,General Fund,50.0
264341100:1,264341100,fund_003,General Fund,50.0
264341102:1,264341102,fund_003,General Fund,500.0
264341104:1,264341104,fund_003,General Fund,50.0
264341105:1,264341105,fund_003,General Fund,50.0
264341109:1,264341109,fund_003,General Fund,50.0
264341111:1,264341111,fund_003,General Fund,50.0
264341114:1,264341114,fund_003,General Fund,50.0
264341116:1,264341116,fund_003,General Fund,50.0
264341118:1,264341118,fund_003,General Fund,50.0
264341121:1,264341121,fund_003,General Fund,50.0
264341123:1,264341123,fund_003,General Fund,50.0
264341125:1,264341125,fund_003,General Fund,500.0
264341133:1,264341133,fund_003,General Fund,102.66
264341135:1,264341135,fund_003,General Fund,100.0
264341142:1,264341142,fund_003,General Fund,25.9
264341145:1,264341145,fund_003,General Fund,7.77
264341147:1,264341147,fund_003,General Fund,7.77
264341149:1,264341149,fund_003,General Fund,7.77
264341152:1,264341152,fund_003,General Fund,7.77
264341154:1,264341154,fund_003,General Fund,7.77
264341156:1,264341156,fund_003,General Fund,7.77
264341158:1,264341158,fund_003,General Fund,7.77
264341160:1,264341160,fund_003,General Fund,7.77
264341162:1,264341162,fund_003,General Fund,7.77
264341165:1,264341165,fund_003,General Fund,7.77
264341166:1,264341166,fund_003,General Fund,7.77
264341169:1,264341169,fund_003,General Fund,7.77
264341170:1,264341170,fund_003,General Fund,7.77
264341173:1,264341173,fund_003,General Fund,7.77
264341176:1,264341176,fund_003,General Fund,125.0
264341178:1,264341178,fund_003,General Fund,125.0
264341180:1,264341180,fund_003,General Fund,125.0
264341184:1,264341184,fund_003,General Fund,125.0
264341186:1,264341186,fund_003,General Fund,125.0
264341190:1,264341190,fund_003,General Fund,125.0
264341196:1,264341196,fund_003,General Fund,125.0
264341201:1,264341201,fund_003,General Fund,125.0
264341205:1,264341205,fund_003,General Fund,125.0
264341206:1,264341206,fund_003,General Fund,125.0
264341208:1,264341208,fund_003,General Fund,125.0
264341210:1,264341210,fund_003,General Fund,125.0
264341212:1,264341212,fund_003,General Fund,125.0
264341214:1,264341214,fund_003,General Fund,125.0
264341218:1,264341218,fund_003,General Fund,125.0
264341220:1,264341220,fund_003,General Fund,125.0
264341222:1,264341222,fund_003,General Fund,125.0
264341224:1,264341224,fund_003,General Fund,125.0
